ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,bid_sz_00,bid_ct_00,ask_px_00,ask_sz_00,ask_ct_00,bid_px_01,bid_sz_01,bid_ct_01,ask_px_01,ask_sz_01,ask_ct_01,bid_px_02,bid_sz_02,bid_ct_02,ask_px_02,ask_sz_02,ask_ct_02,bid_px_03,bid_sz_03,bid_ct_03,ask_px_03,ask_sz_03,ask_ct_03,bid_px_04,bid_sz_04,bid_ct_04,ask_px_04,ask_sz_04,ask_ct_04,bid_px_05,bid_sz_05,bid_ct_05,ask_px_05,ask_sz_05,ask_ct_05,bid_px_06,bid_sz_06,bid_ct_06,ask_px_06,ask_sz_06,ask_ct_06,bid_px_07,bid_sz_07,bid_ct_07,ask_px_07,ask_sz_07,ask_ct_07,bid_px_08,bid_sz_08,bid_ct_08,ask_px_08,ask_sz_08,ask_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_09,ask_sz_09,ask_ct_09,symbol,order_id
2025-07-17T07:05:09.035793433Z,2025-07-17T07:05:09.035627674Z,160,2,1108,R,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,0
2025-07-17T08:05:03.360842448Z,2025-07-17T08:05:03.360677248Z,160,2,1108,A,B,1,5.51,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,817593
2025-07-17T08:05:03.360848793Z,2025-07-17T08:05:03.360683462Z,160,2,1108,A,A,1,5.51,100,1,21.33,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,817597
2025-07-17T08:05:03.361492517Z,2025-07-17T08:05:03.361327319Z,160,2,1108,A,B,2,5.90,100,1,21.33,100,1,5.51,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,817633
2025-07-17T08:05:03.361497823Z,2025-07-17T08:05:03.361332576Z,160,2,1108,A,A,2,5.90,100,1,20.94,100,1,5.51,100,1,21.33,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,817637
2025-07-17T08:09:48.860862095Z,2025-07-17T08:09:48.860696464Z,160,2,1108,C,B,2,5.90,100,1,20.94,100,1,0,0,0,21.33,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,817593
2025-07-17T08:09:48.860870885Z,2025-07-17T08:09:48.860705588Z,160,2,1108,A,B,2,5.90,100,1,20.94,100,1,5.37,100,1,21.33,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,1263973
2025-07-17T08:09:49.158061899Z,2025-07-17T08:09:49.157896784Z,160,2,1108,C,B,2,5.37,100,1,20.94,100,1,0,0,0,21.33,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,817633
2025-07-17T08:09:49.158069452Z,2025-07-17T08:09:49.157903443Z,160,2,1108,A,B,2,5.40,100,1,20.94,100,1,5.37,100,1,21.33,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,1264721
2025-07-17T08:09:49.158069452Z,2025-07-17T08:09:49.157903798Z,160,2,1108,C,A,2,5.40,100,1,21.33,100,1,5.37,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,817637
2025-07-17T08:09:49.158074599Z,2025-07-17T08:09:49.157909054Z,160,2,1108,A,A,2,5.40,100,1,21.33,100,1,5.37,100,1,21.47,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,1264725
2025-07-17T11:00:00.125340914Z,2025-07-17T11:00:00.125174985Z,160,2,1108,C,B,2,5.40,100,1,21.33,100,1,0,0,0,21.47,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,1263973
2025-07-17T11:00:00.125347247Z,2025-07-17T11:00:00.125182048Z,160,2,1108,A,B,2,9.79,100,1,21.33,100,1,5.40,100,1,21.47,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12852457
2025-07-17T11:00:00.125619742Z,2025-07-17T11:00:00.125454029Z,160,2,1108,C,B,2,9.79,100,1,21.33,100,1,0,0,0,21.47,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,1264721
2025-07-17T11:00:00.125626050Z,2025-07-17T11:00:00.125460962Z,160,2,1108,A,B,2,9.84,100,1,21.33,100,1,9.79,100,1,21.47,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12852537
2025-07-17T11:00:07.975990221Z,2025-07-17T11:00:07.975824831Z,160,2,1108,C,A,2,9.84,100,1,21.47,100,1,9.79,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,817597
2025-07-17T11:00:07.976003383Z,2025-07-17T11:00:07.975837956Z,160,2,1108,A,A,2,9.84,100,1,17.44,100,1,9.79,100,1,21.47,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12983425
2025-07-17T11:00:07.976138102Z,2025-07-17T11:00:07.975972618Z,160,2,1108,C,A,2,9.84,100,1,17.44,100,1,9.79,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,1264725
2025-07-17T11:00:07.976144724Z,2025-07-17T11:00:07.975979367Z,160,2,1108,A,A,2,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12983429
2025-07-17T11:00:08.255140498Z,2025-07-17T11:00:08.254975294Z,160,2,1108,C,A,2,9.84,100,1,17.36,100,1,9.79,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12983425
2025-07-17T11:00:08.255150459Z,2025-07-17T11:00:08.254985173Z,160,2,1108,A,A,2,9.84,100,1,17.36,100,1,9.79,100,1,18.92,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12985397
2025-07-17T11:00:08.255312226Z,2025-07-17T11:00:08.255147130Z,160,2,1108,C,A,2,9.84,100,1,18.92,100,1,9.79,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12983429
2025-07-17T11:00:08.255320414Z,2025-07-17T11:00:08.255155317Z,160,2,1108,A,A,2,9.84,100,1,18.84,100,1,9.79,100,1,18.92,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12985401
2025-07-17T11:00:08.256027692Z,2025-07-17T11:00:08.255862656Z,160,2,1108,C,A,2,9.84,100,1,18.84,100,1,9.79,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12985397
2025-07-17T11:00:08.256037075Z,2025-07-17T11:00:08.255871843Z,160,2,1108,A,A,2,9.84,100,1,18.84,100,1,9.79,100,1,20.62,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12985405
2025-07-17T11:00:08.256333906Z,2025-07-17T11:00:08.256168895Z,160,2,1108,C,A,2,9.84,100,1,20.62,100,1,9.79,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARL,12985401
